utt_id,seed,n_cands,mbr_idx,mbr_hyp
1630-73710-0004-1459,137,2,1,mine
1630-73710-0005-1460,137,5,0,what did what could you do
1630-73710-0006-1461,137,16,0,i bet about my chamber like a filly bird in a cage
1630-73710-0007-1462,137,7,4,do not think of moving toda
1630-73710-0008-1463,137,3,0,do not keep the messenger an instant
1630-73710-0009-1464,137,16,1,ke on my pony
1630-73710-0010-1465,137,16,3,write only one word to your own henriater
1630-73710-0011-1466,137,5,0,ferdinand to henrietta
1630-73710-0012-1467,137,16,1,god bless you my henriator my beloved my matchless henriator
1630-73710-0013-1468,137,2,1,what has the separation not cost me
1630-73710-0014-1469,137,6,1,pangs that i could not conceive any human misery could occasion
1630-73710-0015-1470,137,4,0,and yet i ought to be grateful that he was uninjured last night
1630-73710-0016-1471,137,3,0,i dare not now own how foolish i was
1630-73710-0017-1472,137,16,7,do not be angry with your henrietor but i am nerveless about concealing our engagement from papa
1630-73710-0018-1473,137,16,1,days must elapse before you can reach path and i know fordnand i know your office is more difficult than you will confess
1630-73710-0019-1474,137,16,1,but come back my own as soon as you can and write to me at the plsh office as you re settled
1630-73710-0020-1475,137,2,0,the consciousness that you are so near makes me restless
1630-73710-0021-1476,137,5,0,i wish to meet him with as much calmness as i can command
1630-141772-0000-1477,137,16,5,on the pratisen heights where he had fallen with the flagstaff in his hand lay prince andrew bolgonski bleeding profusely and unconsciously uttering a gentle piteous and childlike moan
1630-141772-0001-1478,137,3,1,suddenly he again felt that he was alive and suffering from a burning lacerating pain in his head
1630-141772-0002-1479,137,1,0,was his first thought
1630-141772-0003-1480,137,13,2,he feebly moved his leg and uttered a weak sickly groan which aroused his own pity
1630-141772-0004-1481,137,2,0,lift this young man up and carry him to the dressing station
1630-141772-0005-1482,137,15,4,prince andrew remembered nothing more he lost consciousness from the terrible pain of being lifted on to the stretcher the jolting while being moved and the probing of his wound at the dressing station
1630-141772-0006-1483,137,1,0,during this transfer he felt a little stronger and was able to look about him and even speak
1630-141772-0007-1484,137,1,0,he asked on seeing the prisoners
1630-141772-0008-1485,137,16,2,i commanded his cauldron replied retnin
1630-141772-0009-1486,137,16,0,prince repnon named lieutenant suke telln
1630-141772-0010-1487,137,2,0,after looking at him napoleon smiled
1630-141772-0011-1488,137,16,9,you there s no hindrance to courage muttered sucten in a failing voice
1630-141772-0012-1489,137,4,0,a splendid reply said napoleon
1630-141772-0013-1490,137,3,0,prince andrew who had also been brought forward before the emperor s eyes to complete the show of prisoners could not fail to attract his attention
1630-141772-0014-1491,137,1,0,his face shone with self satisfaction and pleasure
1630-141772-0015-1492,137,14,11,the soldiers who had carried prince andrew had noticed and taken the little gold icon princess mary had hung round her brother s neck but seeing the favour the emperor showed the prisoners they now hastened to return the holy image
1630-141772-0016-1493,137,9,5,prince andrew did not see how and by whom it was replaced but the little icon with its thin gold chain suddenly appeared upon his chest outside his uniform
1630-141772-0017-1494,137,16,1,how good it would be to know where to seek for help in this life and what to expect after it beyond the grave
1630-141772-0018-1495,137,1,0,how happy and calm i should be if i could now say lord have mercy on me
1630-141772-0019-1496,137,16,1,either to a power indefinable incomprehensible which i not only cannot address but which i cannot even express in words the great all or nothing said he to himself or to that god who has been sewn into this amulet by mary
1630-141772-0020-1497,137,16,1,the straiters moved on
1630-141772-0021-1498,137,2,0,the quiet home life and peaceful happiness of bald hills presented itself to him
1630-141772-0022-1499,137,16,13,ky is a nervous bilious subject said larry and will not recover
1630-102884-0000-1500,137,3,0,in my recent travels in the west i felt that out there freedom as an idea has become feeble and ineffectual
1630-102884-0001-1501,137,3,0,the same thing is happening now with the people of the west
1630-102884-0002-1502,137,4,0,they are flattered into believing that they are free and they have the sovereign power in their hands
1630-102884-0003-1503,137,8,2,thus it has become more and more evident to me that the ideal of freedom has grown tenuous in the atmosphere of the vest
1630-102884-0004-1504,137,15,12,the mentality as that of a slave owning community with a mutilated multitude of men tied to its commercial and political treadmill
1630-102884-0005-1505,137,12,1,he who cares to have slaves must chain himself to them he who builds walls to create exclusion for others builds walls across his own freedom he who distrusts freedom in others loses his moral right to it
1630-102884-0006-1506,137,1,0,have they acquired a true love of freedom
1630-102884-0007-1507,137,16,0,the great epicch of the soul of her people the mahapadta gives us a wonderful vision of an overflowing life full of the freedom of inquiry and experiment
1630-102884-0008-1508,137,16,0,when the age of the buddha came humanity was toured in our country to its uttermoal stpth
1630-102884-0009-1509,137,16,3,it hardened into an aedge of innert construction
1630-102884-0010-1510,137,11,0,the organic unity of a varied and elastic society gave way to a conventional odour which proved its artificial character by its inexorable law of exclusion
1630-102884-0011-1511,137,13,0,life has its inequalities i admit but they are natural and are in harmony with their vital functions
1630-102884-0012-1512,137,16,15,by squeezing human beings in the grip of an in elastric system and forcimly holding them fixed we have ignored the laws of life and growth
1630-102884-0013-1513,137,16,1,we have forced living selves into a permanent passivity making them incapable of moulding circumstance to their own intrinsic design and of mastering their own destiny
1630-102884-0014-1514,137,16,5,our stupefaction has become so absolute that we do not even realize that this persistent misfortune dogging our chaps for ages cannot be a mere accident of history removable only by another accident from outside
1630-102884-0015-1515,137,7,0,they will be incapable of holding a just freedom in politics and of fighting in freedom s cause
1630-102884-0016-1516,137,12,0,it represents the active aspect of inertia which has the appearance of freedom but not its truth and therefore gives rise to slavery both within its boundaries and outside
1630-96099-0000-1517,137,1,0,that too sir you will of course undertake
1630-96099-0001-1518,137,15,2,then something has happened he has some special information some great news
1630-96099-0002-1519,137,16,9,when blauk appeared it was evident that something had gone wrong with him
1630-96099-0003-1520,137,7,0,gone now just when we most warned him never
1630-96099-0004-1521,137,10,6,idiot tripple idiot
1630-96099-0005-1522,137,16,4,you shall be dismissed discharged from the csar you re a disgrace to the falce
1630-96099-0006-1523,137,12,0,it is that o your great gluttony
1630-96099-0007-1524,137,2,0,my gentleman made himself most pleasant
1630-96099-0008-1525,137,15,5,well at any rate for my thins i accepted
1630-96099-0009-1526,137,16,0,we entered the first restaurant that of the reunited france you knew it perhaps monsiur
1630-96099-0010-1527,137,7,0,i had no fear of him not till the very last when he played me this evil turn
1630-96099-0011-1528,137,16,2,i suspected nothing when he brought out his pocket book it was touffed full monsieur i saw that and my conserence increased called for the reckoning and paid with an italian bank note
1630-96099-0012-1529,137,1,0,excuse me one moment pray
1630-96099-0013-1530,137,16,3,he went out meere and piffed path he was no more to be seen
1630-96099-0014-1531,137,7,0,why let him out of his sight
1630-96099-0015-1532,137,6,0,it was only now at the eleventh hour that the italian had become inculpated and the question of his possible anxiety to escape had never been considered
1630-96099-0016-1533,137,2,0,he left everything behind
1630-96099-0017-1534,137,2,0,hand it to me said the chief and when it came into his hands he began to turn over the leaves hurriedly
1630-96099-0018-1535,137,1,0,i do not understand not more than a word here and there
1630-96099-0019-1536,137,2,1,it is no doubt italians
1630-96099-0020-1537,137,16,0,of course such a consummate ass as you have proved yourself would not think of searching the restaurant or the immediate neighbourhood or of making inquiries as to whether he had been seen or as to which way he had gone
1630-96099-0021-1538,137,16,14,it was a note for a hundred lira a hundred francs and the restaurant bile lost no more than seventeen francs ha
1630-96099-0022-1539,137,2,0,he was much pressed in a great hurry
1630-96099-0023-1540,137,16,15,directly he crossed the threshold he called the first cab and was driving away but he was stopped the devil
1630-96099-0024-1541,137,4,0,he wish to pass on to leave her she would not consent then they both got into the cab and were driven away together
1686-142278-0000-1542,137,1,0,he was gone
1686-142278-0001-1543,137,16,5,no more deep blue skies or crimson an amberons
1686-142278-0002-1544,137,5,0,she sat by herself at the fire with unlighted candles on the table behind her thinking over the day the happy walk happy sketching cheerful pleasant dinner and the uncomfortable miserable walk in the garden
1686-142278-0003-1545,137,16,1,here was she disturbed and unhappy because her instinct had made anything but a refusal impossible while he not many minutes after he had met with the rejection of what ought to have been the deepest holiest proposal of his life could speak as if its brief success and all the superficial consequences of a good house clever and agreeable society or the soul avowed objects of his desires oh dear
1686-142278-0004-1546,137,16,10,her mother came into the room before this whirl of thoughts was adjusted into anything like order
1686-142278-0005-1547,137,2,0,mister hale sipped his tea in abstracted silence margaret had the responses on to herself
1686-142278-0006-1548,137,1,0,she forgot that he had not made them an offer
1686-142278-0007-1549,137,16,0,margaret was preparing her mother s worsted work and rather shrinking from the thought of the long evening and wishing bedtime would come that she might go over the events of the day again
1686-142278-0008-1550,137,1,0,margaret
1686-142278-0009-1551,137,3,0,i want to speak to you about something very serious to us all
1686-142278-0010-1552,137,16,0,very serious to us soul
1686-142278-0011-1553,137,4,0,mister lennox had never had the opportunity of having any private conversation with her father after her refusal or else that would indeed be a very serious affair
1686-142278-0012-1554,137,7,0,but she soon felt it was not about anything which having only lately and suddenly occurred could have given rise to any complicated thoughts that her father wished to speak to her
1686-142278-0013-1555,137,2,0,mister hale did not answer for a minute or two
1686-142278-0014-1556,137,3,0,margaret could not bear the sight of the suspense which was even more distressing to her father than to herself
1686-142278-0015-1557,137,1,0,but why dear papa do tell me
1686-142278-0016-1558,137,1,0,because i must no longer be a minister in the church of england
1686-142278-0017-1559,137,12,1,but nothing to the shocks she received from mister hale s last speech what could he mean
1686-142278-0018-1560,137,1,0,it was all the worse for being so mysterious
1686-142278-0019-1561,137,3,2,why can ye no longer be a clergyman
1686-142278-0020-1562,137,16,0,surely if the bishop were told all we know about frederick and the hard and just
1686-142278-0021-1563,137,1,0,margaret i will tell you about it
1686-142278-0022-1564,137,3,0,i will answer any questions this once but after to night let us never speak of it again
1686-142278-0023-1565,137,11,0,i can meet the consequences of my painful miserable doubts but it is an effort beyond me to speak of what has caused me so much suffering
1686-142278-0024-1566,137,4,0,no not doubts as to religion nor the slightest injury to that he paused
1686-142278-0025-1567,137,12,0,margaret sighed as if standing on the verge of some new horror
1686-142278-0026-1568,137,3,0,margaret how i love the holy church from which i am to be shut out
1686-142278-0027-1569,137,1,0,he could not go on for a moment or two
1686-142278-0028-1570,137,16,0,margaret could not tell what to say it seemed to her as terribly mysterious as if her father were about to turn ma herm mateal
1686-142278-0029-1571,137,7,0,the one state foundation of her home of her idea of her beloved father seemed reeling and rocking
1686-142278-0030-1572,137,16,0,he swallowed down the dry choking sobs which had been heaving up from his heart hitherto and going to his bookcase he took down a volume which he had often been reading lately and from which he thought he had derived strength to enter upon the course in which he was now embarked
1686-142278-0031-1573,137,6,1,listen dear margaret said he putting one arm around her waist
1686-142278-0032-1574,137,16,0,when god will not use thee in one kind yet he will in another
1686-142278-0033-1575,137,16,0,if when thou art charged with corrupting god s worship falsifying thy woes thou pretendest a necessity for it own a modor to a continuance in the ministry
1686-142278-0034-1576,137,13,1,as he read this and glanced at much more which he did not read he gained resolution for himself and felt as if he too could be brave and firm in doing what he believed to be right but as he ceased he heard margaret s low convulsive sob and his courage sank down under the keen sense of suffering
1686-142278-0035-1577,137,6,0,i have gone long with self reproach that would have roused any mind less torpid and cowardly than mine
1686-142278-0036-1578,137,1,0,he shook his head as he went on
1686-142278-0037-1579,137,9,0,margaret i tried to do it i tried to content myself with simply refusing the additional preferment and stopping quietly here strangling my conscience now as i had strained it before
1686-142278-0038-1580,137,1,0,god forgive me
1686-142278-0039-1581,137,4,0,he rose and walked up and down the room speaking low words of self reproach and humiliation of which margaret was thankful to hear but a few
1686-142278-0040-1582,137,10,0,margaret i return to the old said burden we must leave helstone
1686-142278-0041-1583,137,1,0,yes
1686-142278-0042-1584,137,16,5,i have written to the bishop i daresa i have told you so but i forget things just now said mister hale collapsing into his depressed manner as soon as he came to talk of hard matter of fact details informing him of my intention to resign this vicarage
1686-142278-0043-1585,137,6,0,they are but what i have tried upon myself without a wail
1686-142278-0044-1586,137,5,0,that will be a trial but worse far worse will be departing from my dear people
1686-142278-0045-1587,137,4,0,he will come to stay with us to morrow
1686-142278-0046-1588,137,10,0,was it to be so sudden then
1686-142278-0047-1589,137,6,1,what does mama say
1686-142278-0048-1590,137,12,0,margaret i am a poor coward after all i cannot bear to give pain
1686-142278-0049-1591,137,1,0,yes indeed she must said margaret
1686-142278-0050-1592,137,1,0,perhaps after all she may not oh yes
1686-142278-0051-1593,137,16,0,she will she must be shocked as the force of the blow returned upon herself in trying to realize how another would take it
1686-142278-0052-1594,137,16,0,to milton northern he answered with a dull indifference for he had perceived that although his daughter s love had made her cling to him and for a moment stried to soothe him with her love yet the keenness of the pain was as fresh as ever in her mind
1686-142278-0053-1595,137,1,0,milton northern
1686-142278-0054-1596,137,4,0,yes said he in the same despondent indifferent way
1686-142278-0055-1597,137,7,1,but he with his quick intuitive sympathy read in her face as in a mirror the reflections of his own moody depression and turned it off with an effort
1686-142278-0056-1598,137,7,3,you shall be told of margaret
1686-142278-0057-1599,137,4,1,only help me to tell you mother
1686-142278-0058-1600,137,16,0,i am going out for the day to bid father dobson and the poor people on bracy common good bye
1686-142278-0059-1601,137,3,2,would ye dislike breaking it to her very much margaret
1686-142278-0060-1602,137,8,0,margaret did dislike it did shrink from it more than from anything she had ever had to do in her life before
1686-142278-0061-1603,137,3,1,mister hale shook his head despondingly he pressed her hand in token of gratitude
1686-142278-0062-1604,137,1,0,margaret was nearly upset again into a burst of crying
1686-142278-0063-1605,137,4,0,to turn her thoughts she said now tell me papa what our plans are
1686-142278-0064-1606,137,16,0,you and mamma have some money independent of the income from the living have not you on sure has i know
1686-142278-0065-1607,137,2,0,seventy of that has always gone to frederick since he has been abroad
1686-142278-0066-1608,137,4,1,he must have some pay for serving with the spanish army
1686-142278-0067-1609,137,6,1,frederick must not suffer said margaret decidedly in a foreign country so unjustly treated by his own hundreds is left
1686-142278-0068-1610,137,1,0,no
1686-142278-0069-1611,137,1,0,said mister hale that would not answer i must do something
1686-142278-0070-1612,137,9,0,i can always decide better by myself and not influenced by those whom i love said he as a half apology for having arraigned so much before he had told any one of his family of his intentions
1686-142278-0071-1613,137,3,0,i cannot stand objections
1686-142278-0072-1614,137,7,4,to make me so undecided
1686-142278-0073-1615,137,3,0,mister hale continued a few months ago when my misery of doubt became more than i could be without speaking i wrote to mister bell you remember mister bell margaret
1686-142278-0074-1616,137,1,0,no i never saw him i think
1686-142278-0075-1617,137,5,0,at any rate he has property there which has very much increased in value since milton has become such a large manufacturing town
1686-142278-0076-1618,137,3,1,i don t know that he gave me much strength
1686-142278-0077-1619,137,1,0,a private tutor
1686-142278-0078-1620,137,15,2,said margaret looking scornful what in the world in manufactures want with the classics of literature or the accomplishments of a gentleman
1686-142278-0079-1621,137,4,0,oh said her father some of them really seem to be fine fellows conscious of their own deficiencies which is more than many a man at oxford is
1686-142278-0080-1622,137,10,0,some want their children to be better instructive than they themselves have been
1686-142278-0081-1623,137,8,0,and in milton margaret i shall find a busy life if not a happy one and people and scenes so different that i shall never be reminded of helstone
1686-142278-0082-1624,137,7,0,discordant as it was with almost a detestation for all she had ever heard of the north of england the manufactures the people the wild and bleak country there was this one recommendation it would be different from helstone and could never remind them of that beloved place
1686-142278-0083-1625,137,2,0,when do we go
1686-142278-0084-1626,137,2,0,i do not know exactly
1686-142278-0085-1627,137,3,0,i wanted to talk it over with you
1686-142278-0086-1628,137,6,0,you see your mother knows nothing about it yet but i think in a fortnight after my deed of resignation is sent in i shall have no right to remain
1686-142278-0087-1629,137,16,4,margaret was allstnd
1686-142278-0088-1630,137,1,0,but she recovered herself immediately
1686-142278-0089-1631,137,2,0,yes papa it had better be fixed soon and decidedly as you say
1686-142278-0090-1632,137,16,0,po poor maria
1686-142278-0091-1633,137,2,0,oh if i were not married if i were but myself in the world how easy it would be
1686-142278-0092-1634,137,2,0,no said margaret sadly i will do it
1686-142278-0093-1635,137,5,0,you must not deceive yourself into doubting the reality of my words my fixed intention and resolve
1686-142278-0094-1636,137,2,0,he looked at her in the same steady stony manner for some moments after he had done speaking
1686-142278-0095-1637,137,1,0,the blessing of god be upon thee my child
1686-142278-0096-1638,137,16,12,the next moment she feared lest this answer to his blessing might be irreverent wrong might hurt him as coming from his daughter as she threw her arms around his neck
1686-142278-0097-1639,137,16,0,she heard him murmur to himself the martyrs and confessors had even more pain to bear i will not shrink
1686-142278-0098-1640,137,2,1,they were startled by hearing missus hale enquiring for her daughter
4570-56594-0000-1641,137,16,1,such a cort such a time you never did see
4570-56594-0001-1642,137,15,5,i was wishing somebody would give the conversation a start when indiane made a break
4570-56594-0002-1643,137,3,0,this ain t no great stock country says he to the old gentleman with the cane
4570-56594-0003-1644,137,1,0,no sir says the old gentleman
4570-56594-0004-1645,137,16,6,there s very little grazing here and the range is pretty much wore out
4570-56594-0005-1646,137,6,0,the young lady smiled through her veil and the old lady snapped her eyes and looked sideways at the speaker
4570-56594-0006-1647,137,16,0,i m wing down to orleans to see if i can t get a contract out of uncle sam to feed the boys on ce been licking them infernal mexicans so bad
4570-56594-0007-1648,137,4,0,i ve read some accounts of the battle says the old gentleman that didn t give a very flattering account of the conduct of some of our troops
4570-56594-0008-1649,137,4,0,the old preacher listened to him with evident signs of displeasure twisting and groaning till he couldn t stand it no longer
4570-56594-0009-1650,137,2,0,he shut his mouth right in the middle of what he was saying and looked at the preacher while his face got as red as fire
4570-56594-0010-1651,137,7,0,swearing says the old preacher is a terrible bad practice an there ain t no use in it nohow
4570-56594-0011-1652,137,16,0,hoofs but in the aney kept shady he appeared to be cowed down
4570-56594-0012-1653,137,9,8,the old gentleman with the cane took a part in the conversation and the hoosier listened without ever opening his head
4570-56594-0013-1654,137,16,0,he was at sodamman go morrow and seen the place war lot s wife fell ah
4570-56594-0014-1655,137,16,0,yes says the preacher he went to the very spot and what s the remarkablest thing of all he seen the pillar of salt what she was turned into
4570-56594-0015-1656,137,16,0,yes sir hes seen the salt standin thar to this day
4570-56594-0016-1657,137,16,0,what says the hooser reel genoine good salt
4570-56594-0017-1658,137,8,0,yes sir a pillar of salt jist as it was when that wicked woman was punished for her disobedience
4570-56594-0018-1659,137,1,0,right out in the open air he asked
4570-24733-0000-1660,137,2,0,all things which follow from the absolute nature of any attribute of god must always exist and be infinite or in other words are eternal and infinite through the said attribute
4570-24733-0001-1661,137,3,0,proof conceive if it be possible supposing the proposition to be denied that something in some attribute of god can follow from the absolute nature of the said attribute and that at the same time it is finite and has a conditioned existence or duration for instance the idea of god expressed in the attribute thought
4570-24733-0002-1662,137,1,0,in its nature infinite
4570-24733-0003-1663,137,1,0,must necessarily exist
4570-24733-0004-1664,137,2,0,we have now granted therefore thought not constituting the idea of god and accordingly the idea of god does not naturally follow from its nature in so far as it is absolute thought for it is conceived as constituting and also as not constituting the idea of god which is against our hypothesis
4570-24733-0005-1665,137,7,0,and beyond the limits of the duration of the idea of god supposing the latter at some time not to have existed or not to be going to exist thought would perforce have existed without the idea of god which is contrary to our hypothesis for we suppose that thought being given the idea of god necessarily flowed therefrom
4570-24733-0006-1666,137,5,0,bear in mind that the same proposition may be affirmed of anything which in any attribute necessarily follows from god s absolute nature
4570-24733-0007-1667,137,16,7,corollary hence it follows that god is not only the cause of things coming into existence but also of their continuing in existence that is in scholastic phraseology god is cause of the being of things escindi reum
4570-24733-0008-1668,137,1,0,corollary individual things are nothing but modifications of the attributes of god or modes by which the attributes of god are expressed in a fixed and definite manner
4570-14911-0000-1669,137,5,0,nevertheless in general appearance the harrier and the foxhound are very much alike the one obvious distinction being that of size
4570-14911-0001-1670,137,5,0,if you want to hunt your harriers on foot sixteen inches is quite big enough almost too big to run with but if you are riding to them twenty inches is a useful height or even nineteen inches
4570-14911-0002-1671,137,11,8,it is useless to lay down any hard and fast rule as to colour it is so much a matter of individual taste
4570-14911-0003-1672,137,14,0,but puppies are usually sent out to walk and may easily be procured to be kept and reared until they are old enough to be entered to their work
4570-14911-0004-1673,137,2,0,he is of course finer but with the length of neck so perfect in the bigger hound the little shoulders of the same pattern and the typical quarters and second thighs
4570-14911-0005-1674,137,3,2,and when he is fairly on line of course he sticks to it as the saying is like a beagle
4570-14911-0006-1675,137,8,0,it is quite possible therefore that the beagle was crossed with the welsh southern or otter hound to get more size and power as there certainly was a welsh rough coated beagle of good eighteen inches and an almost identical contemporary that was called the essex beagle
4570-14911-0007-1676,137,16,9,that a great many of the true order were bred became very manifest as soon as the harrier and beagle association was formed and more particularly when a section of the peterborough hound show was reserved for them
4570-14911-0008-1677,137,3,0,then they seemed to spring from every part of the country
4570-14911-0009-1678,137,16,7,one hears now of the chauston the housead place very noted indeed the halton the lee park the stoke place the edinburgh the surbiton the trinity foot the wooddale missus g w hilliards missus price s and missus turners s
4570-14911-0010-1679,137,4,0,eyes brown dark hazel or hazel not deep set nor bulgy and with a mild expression
4570-14911-0011-1680,137,1,0,ears long set on low fine in texture and hanging in a graceful fold close to the cheek
4570-14911-0012-1681,137,16,0,neck moderately long slightly arched the throat showing some du lap
4570-14911-0013-1682,137,1,0,shoulders clean and slightly sloping
4570-14911-0014-1683,137,9,1,forelegs quite straight well under the dog of good substance and round in the bone
4570-14911-0015-1684,137,6,0,feet ground well knuckled up and strongly padded
4570-14911-0016-1685,137,1,0,coat smooth variety smooth very dense and not too fine or short
4570-14911-0017-1686,137,1,0,height not exceeding sixteen inches
4570-102353-0000-1687,137,7,0,we had then but little of that minute and accurate knowledge of the interior of the continent which was requisite for a determination of the problem
4570-102353-0001-1688,137,8,0,several different parties were therefore organized to examine the various routes supposed to be practicable within the northern and southern limits of the united states
4570-102353-0002-1689,137,4,0,the only discrimination made was in the more prompt and thorough equipment of the parties for the extreme northern line and this was only because that was supposed to be the most difficult of execution of all the surveys
4570-102353-0003-1690,137,11,0,inquiries were made with regard to gunpowder which subsequently led to the use of a coarser grain for artillery
4570-102353-0004-1691,137,3,0,the officers of these regiments were chosen partly by selection from those already in service in the regular army and partly by appointment from civil life
4570-102353-0005-1692,137,3,0,under instructions from the president the list was therefore revised and modified in accordance with this new element of geographical distribution
4570-102353-0006-1693,137,3,0,after some further discussion of the question the visitors withdrew dissatisfied with the result of the interview
4570-102353-0007-1694,137,15,8,the quartermaster general on hearing of this conversation hastened to inform me that it was all a mistake that the appointee to the office had been confounded with his father who was a well known whig but that he the son was a democrat
4570-102353-0008-1695,137,3,0,i assured the general that this was altogether immaterial adding that it was a very pretty quarrel as it stood and that i had no a desire to effect a settlement of it on any inferior issue
6599-38591-0000-1696,137,16,11,in fifteen sixty two at the battle of drew he was aged and so ill that none expected to see him on horseback
6599-38591-0001-1697,137,7,4,he fully armed save only his head answered him right well sir this is the real medicine that hath cured me for the battle which is toward and are preparing for the honour of god in our camp
6599-38591-0002-1698,137,16,15,the lady s peace concluded at cambri in fifteen twenty nine lasted up to fifteen thirty six incessantly troubled however by far from pacific symptoms proceedings and preparations
6599-38591-0003-1699,137,2,1,at last he decided on retreating
6599-38591-0004-1700,137,16,0,it was garsilasso de lavega the prince of spanish posey the spanish petriarch according to his fellow countrymen
6599-38591-0005-1701,137,16,0,momorensee signed a similar one for piedma
6599-38591-0006-1702,137,7,2,they all repaired together to the house prepared for their reception and after dinner the emperor being tired lay down to rest on a couch queen elanor before long went and tapped at his door and sent word to the king that the emperor was awake
6599-38591-0007-1703,137,16,15,frances with the cardinal de lorraine and the constable de moumrene soon arrived
6599-38591-0008-1704,137,2,1,upon entering the chamber he found the emperor still lying down and chatting with his sister the queen who was seated beside him on a chair
6599-38591-0009-1705,137,1,0,yes said charles i had made such cheer that i was obliged to sleep it off
6599-38591-0010-1706,137,3,0,francis stood the converse with his own collar
6599-38591-0011-1707,137,1,0,only seven of the attendants remained in the emperor s chamber and there the two sovereigns conversed for an hour after which they moved to the hall where a splendid supper awaited them
6599-38591-0012-1708,137,16,7,the gantes pleaded their privilege of not being liable to be taxed without their own consent
6599-38591-0013-1709,137,4,0,orders had been sent everywhere to receive him as kings of france are received on their joyous accession
6599-38590-0000-1710,137,13,0,whatever hand it was that shot down bourbon rome after his death was plundered devastated and ravaged by brutal greedy licentious and fanatical soldiery
6599-38590-0001-1711,137,10,0,wherefore for the future write us nothing at all but appoint us the time and place of meeting and we will bring our sword for you to cross protesting that the shame of any delay in fighting shall be yours seeing that when it comes to an encounter there is an end of all writing
6599-38590-0002-1712,137,1,0,sir answered the spaniard permit me to do my office and say what the emperor has charged me to say
6599-38590-0003-1713,137,16,4,nay i will not listen to thee said francis if thou do not first give me a patent signed by thy master containing an appointment of time and place sir i have orders to read you the cartel and give it you afterwards
6599-38590-0004-1714,137,2,0,burgundy without being put out began again sir
6599-38590-0005-1715,137,4,3,nay said frans i will not suffer him to speak to me before he has given me appointment of time and place
6599-38590-0006-1716,137,1,0,give it me or return as thou hast come
6599-38590-0007-1717,137,1,0,i am quite willing said the king let him have it
6599-38590-0008-1718,137,16,7,the piece of cambro was called the lady piece in honor of the two princesses who had negotiated it though morally different and of very unequal worth they both had minds of a rare order and trained to recognize political necessities and not to attempt any but possible successes
6599-38590-0009-1719,137,1,0,all the great political actors seemed hurrying away from the stage as if the drama were approaching its end
1585-131718-0000-1720,137,16,3,what is necessary to the completeness of the story at this stage is not to recapitulate but to take up some of the loose ends of the threads wovening and follow them through until the clear and comprehensive picture of the events can be seen
1585-131718-0001-1721,137,1,0,the way of the inventor is hard
1585-131718-0002-1722,137,13,0,he can sometimes raise capital to help him in working out his crude conceptions but even then it is frequently done at a distressful cost a personal surrender
1585-131718-0003-1723,137,16,0,when the result is achieved the adventure makes its appeal on the score of economy or material or of effort and then labor often awaits with crushing and tyrannical spirit to smash the aparous or forbid its values
1585-131718-0004-1724,137,16,1,possibly our naational optism as reviewed in divention the seeking the higher good and its some check
1585-131718-0005-1725,137,16,0,possibly the letters would travel too fast and too far on the road of perfection if conservatism did not also place its salutary part in insisting that the procession moved forward as a hoe
1585-131718-0006-1726,137,16,0,on the contrary the conditions for its perceptions have been riening fast
1585-131718-0007-1727,137,16,0,yes the very vulgar of the electric artlite made harder the arrival of the incandescent
1585-131718-0008-1728,137,16,5,a number ofpparent arc lightening companies were in existence and a great many local companies had been called into under frenchise for commercial business and to execute regular city contracts for the street lining
1585-131718-0009-1729,137,16,5,thus in a curious manner the modern art of electory lining was in a very true sense divided against itself with intines reveres and jealousies which were none the less real because they were but temporary and occurding fact where ultimate evening of the force was inevitable
1585-131718-0010-1730,137,16,0,hence twenty years after the first adison station were established the methods they involved could be fairly credit with no less than sixty seven per cent
1585-131718-0011-1731,137,16,0,it will be readily understood that under these conditions the modern lightning company supplies to its customers both incandescent and arc lining frequently from the same dynamo electric machinery as the source of current and that the old food asked between the rival systems has died out
1585-131718-0012-1732,137,16,0,in fact for some years past the presidents of the national electric light association had been chosen almost exclusively from among the managers of the great adison lining companents and the liading citizes
1585-131718-0013-1733,137,16,1,the outest strong opposition to the incandescent light came from the gas indstrew
1585-131718-0014-1734,137,5,0,there also the most bitter feeling was shown
1585-131718-0015-1735,137,16,0,the gas manager did not like arclide but it interferred only with his street service which was not his large source of income by enemiess
1585-131718-0016-1736,137,16,6,here again was given the most convincing demonstration of the truth that such an addition to the resources of mankind always carries with it unsuspected benefits even for its anamness
1585-131718-0017-1737,137,16,2,this was not long nor unorsally the spirit is showe and to day in hundreds of cito the electric and gast progress are united under the one management which does not find it impossible to push in a friendly and progressive way the use of both illuminants
1585-131718-0018-1738,137,16,3,the most conspicuous examp of this identy of interest is given in new york itself
1585-131718-0019-1739,137,16,3,so much for the early opposition of which there w plenty
1585-131718-0020-1740,137,16,1,it may be questioned whether enertire is not equally to be dreaded with active illw
1585-131718-0021-1741,137,16,11,of course a great many accounts were written and read but while genual interest was aroused it was necessarily apathetic
1585-131718-0022-1742,137,16,0,we got it at the great bargain and only paid us more some damn in the ballaston wadtagage
1585-131718-0023-1743,137,16,11,was sold them for forty cents but there were only about twenty or thirty thousands of them
1585-131718-0024-1744,137,16,13,the fourth year i got it on to thirty seven cents and i made all the money up in one year that i had lost previously
1585-131718-0025-1745,137,16,0,one of the incidents which caused a very great cheapening was that when we started one of the important processes had to be done by experts
1585-131718-0026-1746,137,6,0,after feeling around for some days i got a clue how to do it
